,order_id,product_id,order_item_cnt
45323,R57670,P13,1
45324,R57671,P14,3
45325,R57672,P15,3
45326,R57673,P16,4
45327,R57674,P17,1
45328,R57675,P18,2
45329,R57676,P19,5
45330,R57677,P9,2
45331,R57678,P10,1
45332,R57679,P11,2
45333,R57680,P12,2
45334,R57681,P13,4
45335,R57682,P14,1
45336,R57683,P15,2
45337,R57684,P16,3
45338,R57685,P17,4
45339,R57686,P18,4
45340,R57687,P19,5
45341,R57688,P9,3
45342,R57689,P10,1
45343,R57690,P11,4
45344,R57691,P12,1
45345,R57692,P13,4
45346,R57693,P14,2
45347,R57694,P15,5
45348,R57695,P16,3
45349,R57696,P17,5
45350,R57697,P18,4
45351,R57698,P19,5
45352,R57699,P9,5
45353,R57700,P10,3
45354,R57701,P11,4
45355,R57702,P12,1
45356,R57703,P13,1
45357,R57704,P14,5
45358,R57705,P15,5
45359,R57706,P16,1
45360,R57707,P17,1
45361,R57708,P18,1
45362,R57709,P19,1
45363,R57710,P9,2
45364,R57711,P10,3
45365,R57712,P11,2
45366,R57713,P12,5
45367,R57714,P13,2
45368,R57715,P14,1
45369,R57716,P15,2
45370,R57717,P16,3
45371,R57718,P17,3
45372,R57719,P18,1
45373,R57720,P19,2
45374,R57721,P9,3
45375,R57722,P10,4
45376,R57723,P11,2
45377,R57724,P12,3
45378,R57725,P13,2
45379,R57726,P14,3
45380,R57727,P15,4
45381,R57728,P16,3
45382,R57729,P17,4
45383,R57730,P18,5
45384,R57731,P19,5
45385,R57732,P9,4
45386,R57733,P10,3
45387,R57734,P11,2
45388,R57735,P12,2
45389,R57736,P13,4
45390,R57737,P14,5
45391,R57738,P15,1
45392,R57739,P16,2
45393,R57740,P17,4
45394,R57741,P18,3
45395,R57742,P19,1
45396,R57743,P9,3
45397,R57744,P10,1
45398,R57745,P11,5
45399,R57746,P12,3
45400,R57747,P13,2
45401,R57748,P14,1
45402,R57749,P15,3
45403,R57750,P16,4
45404,R57751,P17,4
45405,R57752,P18,3
45406,R57753,P19,5
45407,R57754,P9,1
45408,R57755,P10,3
45409,R57756,P11,5
45410,R57757,P12,4
45411,R57758,P13,1
45412,R57759,P14,3
45413,R57760,P15,3
45414,R57761,P16,2
45415,R57762,P17,4
45416,R57763,P18,3
45417,R57764,P19,5
45418,R57765,P9,4
45419,R57766,P10,2
45420,R57767,P11,2
45421,R57768,P12,4
45422,R57769,P13,3
45423,R57770,P14,1
45424,R57771,P15,5
45425,R57772,P17,1
45426,R57773,P18,1
45427,R57774,P19,1
45428,R57775,P9,4
45429,R57776,P10,5
45430,R57777,P11,4
45431,R57778,P12,5
45432,R57779,P13,5
45433,R57780,P14,1
45434,R57781,P15,1
45435,R57782,P16,3
45436,R57783,P17,1
45437,R57784,P18,5
45438,R57785,P19,3
45439,R57786,P9,1
45440,R57787,P10,3
45441,R57788,P11,2
45442,R57789,P12,1
45443,R57790,P13,5
45444,R57791,P14,1
45445,R57792,P15,4
45446,R57793,P16,4
45447,R57794,P17,2
45448,R57795,P18,5
45449,R57796,P19,2
45450,R57797,P9,2
45451,R57798,P10,1
45452,R57799,P11,1
45453,R57800,P12,2
45454,R57801,P13,5
45455,R57802,P14,5
45456,R57803,P15,4
45457,R57804,P16,1
45458,R57805,P17,3
45459,R57806,P18,1
45460,R57807,P19,5
45461,R57808,P9,4
45462,R57809,P10,3
45463,R57810,P11,5
45464,R57811,P12,4
45465,R57812,P13,4
45466,R57813,P14,1
45467,R57814,P15,1
45468,R57815,P16,2
45469,R57816,P17,2
45470,R57817,P18,3
45471,R57818,P19,5
45472,R57819,P9,5
45473,R57820,P10,5
45474,R57821,P11,3
45475,R57822,P12,5
45476,R57823,P13,1
45477,R57824,P14,3
45478,R57825,P15,1
45479,R57826,P16,1
45480,R57827,P17,4
45481,R57828,P18,5
45482,R57829,P19,4
45483,R57830,P9,4
45484,R57831,P10,1
45485,R57832,P11,1
45486,R57833,P12,2
45487,R57834,P13,3
45488,R57835,P14,5
45489,R57836,P15,2
45490,R57837,P16,1
45491,R57838,P17,4
45492,R57839,P18,4
45493,R57840,P19,1
45494,R57841,P9,5
45495,R57842,P10,2
45496,R57843,P11,2
45497,R57844,P12,4
45498,R57845,P13,3
45499,R57846,P14,4
45500,R57847,P15,5
45501,R57848,P16,4
45502,R57849,P17,3
45503,R57850,P18,3
45504,R57851,P19,3
45505,R57852,P9,3
45506,R57853,P10,4
45507,R57854,P11,5
45508,R57855,P12,3
45509,R57856,P13,4
45510,R57857,P14,1
45511,R57858,P15,1
45512,R57859,P16,3
45513,R57860,P17,1
45514,R57861,P18,5
45515,R57862,P19,2
45516,R57863,P9,5
45517,R57864,P10,3
45518,R57865,P11,3
45519,R57866,P12,1
45520,R57867,P13,2
45521,R57868,P14,5
45522,R57869,P15,4
45523,R57870,P16,1
45524,R57871,P17,4
45525,R57872,P18,3
45526,R57873,P19,1
45527,R57874,P9,5
45528,R57875,P10,4
45529,R57876,P11,1
45530,R57877,P12,4
45531,R57878,P13,2
45532,R57879,P14,5
45533,R57880,P15,4
45534,R57881,P16,3
45535,R57882,P17,5
45536,R57883,P18,3
45537,R57884,P19,4
45538,R57885,P9,4
45539,R57886,P10,4
45540,R57887,P11,5
45541,R57888,P12,1
45542,R57889,P13,3
45543,R57890,P14,4
45544,R57891,P15,4
45545,R57892,P16,5
45546,R57893,P17,2
45547,R57894,P18,3
45548,R57895,P19,5
45549,R57896,P9,4
45550,R57897,P10,1
45551,R57898,P11,1
45552,R57899,P12,3
45553,R57900,P13,5
45554,R57901,P14,4
45555,R57902,P15,3
45556,R57903,P16,5
45557,R57904,P17,2
45558,R57905,P18,4
45559,R57906,P19,2
45560,R57907,P9,2
45561,R57908,P10,5
45562,R57909,P11,4
45563,R57910,P12,4
45564,R57911,P13,3
45565,R57912,P14,4
45566,R57913,P15,3
45567,R57914,P16,5
45568,R57915,P17,1
45569,R57916,P18,2
45570,R57917,P19,4
45571,R57918,P9,4
45572,R57919,P10,1
45573,R57920,P11,1
45574,R57921,P12,2
45575,R57922,P13,3
45576,R57923,P14,2
45577,R57924,P15,5
45578,R57925,P16,5
45579,R57926,P17,1
45580,R57927,P18,2
45581,R57928,P19,4
45582,R57929,P9,3
45583,R57930,P10,2
45584,R57931,P11,1
45585,R57932,P12,2
45586,R57933,P13,4
45587,R57934,P14,1
45588,R57935,P15,5
45589,R57936,P16,2
45590,R57937,P17,4
45591,R57938,P18,4
45592,R57939,P19,2
45593,R57940,P9,4
45594,R57941,P10,5
45595,R57942,P11,5
45596,R57943,P12,3
45597,R57944,P13,5
45598,R57945,P14,3
45599,R57946,P15,4
45600,R57947,P16,1
45601,R57948,P17,3
45602,R57949,P18,5
45603,R57950,P19,1
45604,R57951,P9,2
45605,R57952,P10,3
45606,R57953,P11,1
45607,R57954,P12,4
45608,R57955,P13,4
45609,R57956,P14,4
45610,R57957,P15,1
45611,R57958,P16,1
45612,R57959,P17,1
45613,R57960,P18,5
45614,R57961,P19,3
45615,R57962,P9,5
45616,R57963,P10,1
45617,R57964,P11,3
45618,R57965,P12,2
45619,R57966,P13,2
45620,R57967,P14,5
45621,R57968,P15,4
45622,R57969,P16,1
45623,R57970,P17,3
45624,R57971,P18,5
45625,R57972,P19,4
45626,R57973,P9,1
45627,R57974,P10,4
45628,R57975,P11,5
45629,R57976,P12,5
45630,R57977,P13,2
45631,R57978,P14,5
45632,R57979,P15,5
45633,R57980,P16,2
45634,R57981,P17,4
45635,R57982,P18,3
45636,R57983,P19,5
45637,R57984,P9,2
45638,R57985,P10,3
45639,R57986,P11,3
45640,R57987,P12,1
45641,R57988,P13,4
45642,R57989,P14,2
45643,R57990,P15,5
45644,R57991,P16,2
45645,R57992,P17,2
45646,R57993,P18,1
45647,R57994,P19,4
45648,R57995,P9,5
45649,R57996,P10,3
45650,R57997,P11,2
45651,R57998,P12,3
45652,R57999,P13,1
45653,R58000,P14,2
45654,R58001,P15,3
45655,R58002,P16,5
45656,R58003,P17,3
45657,R58004,P18,3
45658,R58005,P19,4
45659,R58006,P9,5
45660,R58007,P10,3
45661,R58008,P11,2
45662,R58009,P12,4
45663,R58010,P13,4
45664,R58011,P14,1
45665,R58012,P15,5
45666,R58013,P16,3
45667,R58014,P17,5
45668,R58015,P18,3
45669,R58016,P19,5
45670,R58017,P9,3
45671,R58018,P10,5
45672,R58019,P11,5
45673,R58020,P12,3
45674,R58021,P13,5
45675,R58022,P14,2
45676,R58023,P15,4
45677,R58024,P16,5
45678,R58025,P17,3
45679,R58026,P18,1
45680,R58027,P19,4
45681,R58028,P9,2
45682,R58029,P10,3
45683,R58030,P11,5
45684,R58031,P12,1
45685,R58032,P13,1
45686,R58033,P14,2
45687,R58034,P15,2
45688,R58035,P16,2
45689,R58036,P17,3
45690,R58037,P18,5
45691,R58038,P19,4
45692,R58039,P9,1
45693,R58040,P10,2
45694,R58041,P11,3
45695,R58042,P12,5
45696,R58043,P13,5
45697,R58044,P14,2
45698,R58045,P15,5
45699,R58046,P16,1
45700,R58047,P17,3
45701,R58048,P18,3
45702,R58049,P19,3
45703,R58050,P9,2
45704,R58051,P10,5
45705,R58052,P11,1
45706,R58053,P12,3
45707,R58054,P13,1
45708,R58055,P14,4
45709,R58056,P15,2
45710,R58057,P16,2
45711,R58058,P17,1
45712,R58059,P18,5
45713,R58060,P19,1
45714,R58061,P9,3
45715,R58062,P10,2
45716,R58063,P11,4
45717,R58064,P12,4
45718,R58065,P13,3
45719,R58066,P14,4
45720,R58067,P15,2
45721,R58068,P16,1
45722,R58069,P17,3
45723,R58070,P18,1
45724,R58071,P19,3
45725,R58072,P9,2
45726,R58073,P10,5
45727,R58074,P11,5
45728,R58075,P12,5
45729,R58076,P13,2
45730,R58077,P14,1
45731,R58078,P15,5
45732,R58079,P16,2
45733,R58080,P17,2
45734,R58081,P18,5
45735,R58082,P19,5
45736,R58083,P9,5
45737,R58084,P10,2
45738,R58085,P11,3
45739,R58086,P12,2
45740,R58087,P13,1
45741,R58088,P14,5
45742,R58089,P15,2
45743,R58090,P16,4
45744,R58091,P17,2
45745,R58092,P18,5
45746,R58093,P19,5
45747,R58094,P9,2
45748,R58095,P10,1
45749,R58096,P11,1
45750,R58097,P12,2
45751,R58098,P13,5
45752,R58099,P14,2
45753,R58100,P15,5
45754,R58101,P16,1
45755,R58102,P17,5
45756,R58103,P18,1
45757,R58104,P19,2
45758,R58105,P9,5
45759,R58106,P10,5
45760,R58107,P11,4
45761,R58108,P12,3
45762,R58109,P13,1
45763,R58110,P14,1
45764,R58111,P15,5
45765,R58112,P16,1
45766,R58113,P17,5
45767,R58114,P18,5
45768,R58115,P19,3
45769,R58116,P9,4
45770,R58117,P10,1
45771,R58118,P11,5
45772,R58119,P12,3
45773,R58120,P13,2
45774,R58121,P14,2
45775,R58122,P15,4
45776,R58123,P16,1
45777,R58124,P17,5
45778,R58125,P18,4
45779,R58126,P19,5
45780,R58127,P9,2
45781,R58128,P10,5
45782,R58129,P11,2
45783,R58130,P12,4
45784,R58131,P13,1
45785,R58132,P14,4
45786,R58133,P15,3
45787,R58134,P16,4
45788,R58135,P17,1
45789,R58136,P18,5
45790,R58137,P19,1
45791,R58138,P9,4
45792,R58139,P10,3
45793,R58140,P11,1
45794,R58141,P12,2
45795,R58142,P13,4
45796,R58143,P14,4
45797,R58144,P15,5
45798,R58145,P16,4
45799,R58146,P17,4
45800,R58147,P18,3
45801,R58148,P19,3
45802,R58149,P9,3
45803,R58150,P10,3
45804,R58151,P11,3
45805,R58152,P12,1
45806,R58153,P13,3
45807,R58154,P14,1
45808,R58155,P15,4
45809,R58156,P16,3
45810,R58157,P17,5
45811,R58158,P18,1
45812,R58159,P19,3
45813,R58160,P9,2
45814,R58161,P10,3
45815,R58162,P11,2
45816,R58163,P12,3
45817,R58164,P13,3
45818,R58165,P14,1
45819,R58166,P15,2
45820,R58167,P16,3
45821,R58168,P17,4
45822,R58169,P18,2
45823,R58170,P19,5
45824,R58171,P9,2
45825,R58172,P10,2
45826,R58173,P11,3
45827,R58174,P12,2
45828,R58175,P13,4
45829,R58176,P14,3
45830,R58177,P15,3
45831,R58178,P16,5
45832,R58179,P17,2
45833,R58180,P18,4
45834,R58181,P19,3
45835,R58182,P9,4
45836,R58183,P10,3
45837,R58184,P11,5
45838,R58185,P12,5
45839,R58186,P13,3
45840,R58187,P14,3
45841,R58188,P15,2
45842,R58189,P16,1
45843,R58190,P17,1
45844,R58191,P18,2
45845,R58192,P19,3
45846,R58193,P9,5
45847,R58194,P10,2
45848,R58195,P11,4
45849,R58196,P12,3
45850,R58197,P13,2
45851,R58198,P14,2
45852,R58199,P15,4
45853,R58200,P16,3
45854,R58201,P17,4
45855,R58202,P18,1
45856,R58203,P19,5
45857,R58204,P9,2
45858,R58205,P10,1
45859,R58206,P11,3
45860,R58207,P12,5
45861,R58208,P13,5
45862,R58209,P14,2
45863,R58210,P15,4
45864,R58211,P16,1
45865,R58212,P17,3
45866,R58213,P18,4
45867,R58214,P19,1
45868,R58215,P9,5
45869,R58216,P10,4
45870,R58217,P11,4
45871,R58218,P12,1
45872,R58219,P13,2
45873,R58220,P14,3
45874,R58221,P15,1
45875,R58222,P16,2
45876,R58223,P17,1
45877,R58224,P18,2
45878,R58225,P19,2
45879,R58226,P9,5
45880,R58227,P10,3
45881,R58228,P11,2
45882,R58229,P12,3
45883,R58230,P13,5
45884,R58231,P14,5
45885,R58232,P15,3
45886,R58233,P16,3
45887,R58234,P17,1
45888,R58235,P18,2
45889,R58236,P19,3
45890,R58237,P9,2
45891,R58238,P10,1
45892,R58239,P11,1
45893,R58240,P12,5
45894,R58241,P13,2
45895,R58242,P14,1
45896,R58243,P15,4
45897,R58244,P16,1
45898,R58245,P17,4
45899,R58246,P18,3
45900,R58247,P19,3
45901,R58248,P9,5
45902,R58249,P10,1
45903,R58250,P11,2
45904,R58251,P12,2
45905,R58252,P13,5
45906,R58253,P14,3
45907,R58254,P15,1
45908,R58255,P16,1
45909,R58256,P17,2
45910,R58257,P18,3
45911,R58258,P19,5
45912,R58259,P9,3
45913,R58260,P10,5
45914,R58261,P11,3
45915,R58262,P12,2
45916,R58263,P13,4
45917,R58264,P14,2
45918,R58265,P15,2
45919,R58266,P16,1
45920,R58267,P17,2
45921,R58268,P18,1
45922,R58269,P19,1
45923,R58270,P9,4
45924,R58271,P10,2
45925,R58272,P11,2
45926,R58273,P12,2
45927,R58274,P13,4
45928,R58275,P14,1
45929,R58276,P15,1
45930,R58277,P16,2
45931,R58278,P17,2
45932,R58279,P18,1
45933,R58280,P19,1
45934,R58281,P9,3
45935,R58282,P10,3
45936,R58283,P11,1
45937,R58284,P12,2
45938,R58285,P13,1
45939,R58286,P14,4
45940,R58287,P15,2
45941,R58288,P16,2
45942,R58289,P17,5
45943,R58290,P18,4
45944,R58291,P19,1
45945,R58292,P9,4
45946,R58293,P10,4
45947,R58294,P11,1
45948,R58295,P12,2
45949,R58296,P13,2
45950,R58297,P14,1
45951,R58298,P15,1
45952,R58299,P16,4
45953,R58300,P17,4
45954,R58301,P18,5
45955,R58302,P19,3
45956,R58303,P9,3
45957,R58304,P10,4
45958,R58305,P11,1
45959,R58306,P12,1
45960,R58307,P13,5
45961,R58308,P14,4
45962,R58309,P15,5
45963,R58310,P16,4
45964,R58311,P17,3
45965,R58312,P18,2
45966,R58313,P19,1
45967,R58314,P9,3
45968,R58315,P10,3
45969,R58316,P11,5
45970,R58317,P12,4
45971,R58318,P13,5
45972,R58319,P14,2
45973,R58320,P15,4
45974,R58321,P16,1
45975,R58322,P17,5
45976,R58323,P18,2
45977,R58324,P19,5
45978,R58325,P9,2
45979,R58326,P10,1
45980,R58327,P11,2
45981,R58328,P12,4
45982,R58329,P13,1
45983,R58330,P14,4
45984,R58331,P15,3
45985,R58332,P16,4
45986,R58333,P17,4
45987,R58334,P18,3
45988,R58335,P19,3
45989,R58336,P9,3
45990,R58337,P10,1
45991,R58338,P11,1
45992,R58339,P12,5
45993,R58340,P13,1
45994,R58341,P14,3
45995,R58342,P15,1
45996,R58343,P16,2
45997,R58344,P17,2
45998,R58345,P18,5
45999,R58346,P19,1
46000,R58347,P9,2
46001,R58348,P10,1
46002,R58349,P11,2
46003,R58350,P12,2
46004,R58351,P13,4
46005,R58352,P14,4
46006,R58353,P15,3
46007,R58354,P16,5
46008,R58355,P17,2
46009,R58356,P18,4
46010,R58357,P19,1
46011,R58358,P9,3
46012,R58359,P10,4
46013,R58360,P11,5
46014,R58361,P12,4
46015,R58362,P13,3
46016,R58363,P14,3
46017,R58364,P15,1
46018,R58365,P16,1
46019,R58366,P17,5
46020,R58367,P18,4
46021,R58368,P19,4
46022,R58369,P9,1
46023,R58370,P10,5
46024,R58371,P11,1
46025,R58372,P12,1
46026,R58373,P13,5
46027,R58374,P14,2
46028,R58375,P15,3
46029,R58376,P16,2
46030,R58377,P17,5
46031,R58378,P18,1
46032,R58379,P19,5
46033,R58380,P9,3
46034,R58381,P10,1
46035,R58382,P11,5
46036,R58383,P12,4
46037,R58384,P13,5
46038,R58385,P14,4
46039,R58386,P15,1
46040,R58387,P16,1
46041,R58388,P17,2
46042,R58389,P18,5
46043,R58390,P19,1
46044,R58391,P9,1
46045,R58392,P10,1
46046,R58393,P11,3
46047,R58394,P12,5
46048,R58395,P13,3
46049,R58396,P14,1
46050,R58397,P16,1
46051,R58398,P17,2
46052,R58399,P18,2
46053,R58400,P19,3
46054,R58401,P9,1
46055,R58402,P10,1
46056,R58403,P11,3
46057,R58404,P12,4
46058,R58405,P13,5
46059,R58406,P14,3
46060,R58407,P15,1
46061,R58408,P16,2
46062,R58409,P17,4
46063,R58410,P18,4
46064,R58411,P19,4
46065,R58412,P9,2
46066,R58413,P10,4
46067,R58414,P11,5
46068,R58415,P12,2
46069,R58416,P13,2
46070,R58417,P14,1
46071,R58418,P15,1
46072,R58419,P16,4
46073,R58420,P17,5
46074,R58421,P18,5
46075,R58422,P19,2
46076,R58423,P9,4
46077,R58424,P10,1
46078,R58425,P11,3
46079,R58426,P12,5
46080,R58427,P13,3
46081,R58428,P14,4
46082,R58429,P15,4
46083,R58430,P16,1
46084,R58431,P17,2
46085,R58432,P18,1
46086,R58433,P19,4
46087,R58434,P9,1
46088,R58435,P10,3
46089,R58436,P11,1
46090,R58437,P12,3
46091,R58438,P13,2
46092,R58439,P14,3
46093,R58440,P15,4
46094,R58441,P16,1
46095,R58442,P17,4
46096,R58443,P18,5
46097,R58444,P19,4
46098,R58445,P9,4
46099,R58446,P10,2
46100,R58447,P11,1
46101,R58448,P12,3
46102,R58449,P13,4
46103,R58450,P14,1
46104,R58451,P15,5
46105,R58452,P16,5
46106,R58453,P17,2
46107,R58454,P18,2
46108,R58455,P19,3
46109,R58456,P9,2
46110,R58457,P10,3
46111,R58458,P11,2
46112,R58459,P12,2
46113,R58460,P13,1
46114,R58461,P14,3
46115,R58462,P15,1
46116,R58463,P16,1
46117,R58464,P17,5
46118,R58465,P18,3
46119,R58466,P19,2
46120,R58467,P9,5
46121,R58468,P10,2
46122,R58469,P11,3
46123,R58470,P34,4
46124,R58471,P35,4
46125,R58472,P36,5
46126,R58473,P37,5
46127,R58474,P38,4
46128,R58475,P39,3
46129,R58476,P40,1
46130,R58477,P41,5
46131,R58478,P32,3
46132,R58479,P33,1
46133,R58480,P34,1
46134,R58481,P35,1
46135,R58482,P36,5
46136,R58483,P37,5
46137,R58484,P38,3
46138,R58485,P39,1
46139,R58486,P40,1
46140,R58487,P41,1
46141,R58488,P32,4
46142,R58489,P33,1
46143,R58490,P34,1
46144,R58491,P35,3
46145,R58492,P36,5
46146,R58493,P37,4
46147,R58494,P38,5
46148,R58495,P39,1
46149,R58496,P40,3
46150,R58497,P41,4
46151,R58498,P32,3
46152,R58499,P33,3
46153,R58500,P34,4
46154,R58501,P35,1
46155,R58502,P36,5
46156,R58503,P37,5
46157,R58504,P38,5
46158,R58505,P39,3
46159,R58506,P40,1
46160,R58507,P41,1
46161,R58508,P32,5
46162,R58509,P33,1
46163,R58510,P34,1
46164,R58511,P35,1
46165,R58512,P36,3
46166,R58513,P37,5
46167,R58514,P39,4
46168,R58515,P40,3
46169,R58516,P41,1
46170,R58517,P32,3
46171,R58518,P33,5
46172,R58519,P34,3
46173,R58520,P35,1
46174,R58521,P36,3
46175,R58522,P37,4
46176,R58523,P38,3
46177,R58524,P39,3
46178,R58525,P40,1
46179,R58526,P41,1
46180,R58527,P32,1
46181,R58528,P33,4
46182,R58529,P34,4
46183,R58530,P35,4
46184,R58531,P36,1
46185,R58532,P37,4
46186,R58533,P38,5
46187,R58534,P39,4
46188,R58535,P40,5
46189,R58536,P41,4
46190,R58537,P32,1
46191,R58538,P33,3
46192,R58539,P34,3
46193,R58540,P35,5
46194,R58541,P36,1
46195,R58542,P37,1
46196,R58543,P38,5
46197,R58544,P39,5
46198,R58545,P40,1
46199,R58546,P41,1
46200,R58547,P32,3
46201,R58548,P33,4
46202,R58549,P34,1
46203,R58550,P35,5
46204,R58551,P36,4
46205,R58552,P37,1
46206,R58553,P38,3
46207,R58554,P39,3
46208,R58555,P40,1
46209,R58556,P41,5
46210,R58557,P32,4
46211,R58558,P33,4
46212,R58559,P34,5
46213,R58560,P35,4
46214,R58561,P36,1
46215,R58562,P37,4
46216,R58563,P38,5
46217,R58564,P39,1
46218,R58565,P40,5
46219,R58566,P41,1
46220,R58567,P32,3
46221,R58568,P33,3
46222,R58569,P34,4
46223,R58570,P35,5
46224,R58571,P36,3
46225,R58572,P37,4
46226,R58573,P38,5
46227,R58574,P39,4
46228,R58575,P40,5
46229,R58576,P41,1
46230,R58577,P32,1
46231,R58578,P33,1
46232,R58579,P34,1
46233,R58580,P35,5
46234,R58581,P36,3
46235,R58582,P37,5
46236,R58583,P38,5
46237,R58584,P39,1
46238,R58585,P40,3
46239,R58586,P41,1
46240,R58587,P32,5
46241,R58588,P33,1
46242,R58589,P34,4
46243,R58590,P35,3
46244,R58591,P36,1
46245,R58592,P37,4
46246,R58593,P38,1
46247,R58594,P39,1
46248,R58595,P40,1
46249,R58596,P41,1
46250,R58597,P32,4
46251,R58598,P33,4
46252,R58599,P34,4
46253,R58600,P35,1
46254,R58601,P36,1
46255,R58602,P37,3
46256,R58603,P38,1
46257,R58604,P39,3
46258,R58605,P40,3
46259,R58606,P41,1
46260,R58607,P32,5
46261,R58608,P33,1
46262,R58609,P34,1
46263,R58610,P35,1
46264,R58611,P36,5
46265,R58612,P37,1
46266,R58613,P38,5
46267,R58614,P39,5
46268,R58615,P40,1
46269,R58616,P41,4
46270,R58617,P32,1
46271,R58618,P33,1
46272,R58619,P34,4
46273,R58620,P35,1
46274,R58621,P36,1
46275,R58622,P37,1
46276,R58623,P38,5
46277,R58624,P39,1
46278,R58625,P40,3
46279,R58626,P41,5
46280,R58627,P32,1
46281,R58628,P33,5
46282,R58629,P34,3
46283,R58630,P35,4
46284,R58631,P36,3
46285,R58632,P37,1
46286,R58633,P38,1
46287,R58634,P39,1
46288,R58635,P40,3
46289,R58636,P41,1
46290,R58637,P32,1
46291,R58638,P33,3
46292,R58639,P34,4
46293,R58640,P35,4
46294,R58641,P36,5
46295,R58642,P37,5
46296,R58643,P38,1
46297,R58644,P39,1
46298,R58645,P40,1
46299,R58646,P41,4
46300,R58647,P32,4
46301,R58648,P33,1
46302,R58649,P34,1
46303,R58650,P35,4
46304,R58651,P36,1
46305,R58652,P37,5
46306,R58653,P38,1
46307,R58654,P39,4
46308,R58655,P40,1
46309,R58656,P41,1
46310,R58657,P32,5
46311,R58658,P33,3
46312,R58659,P34,4
46313,R58660,P35,3
46314,R58661,P36,1
46315,R58662,P37,1
46316,R58663,P38,4
46317,R58664,P39,5
46318,R58665,P40,4
46319,R58666,P41,3
46320,R58667,P32,1
46321,R58668,P33,3
46322,R58669,P34,4
46323,R58670,P35,5
46324,R58671,P36,1
46325,R58672,P37,1
46326,R58673,P38,4
46327,R58674,P39,1
46328,R58675,P40,5
46329,R58676,P41,1
46330,R58677,P32,1
46331,R58678,P33,1
46332,R58679,P34,1
46333,R58680,P35,1
46334,R58681,P36,5
46335,R58682,P37,5
46336,R58683,P38,5
46337,R58684,P39,3
46338,R58685,P40,1
46339,R58686,P41,4
46340,R58687,P32,1
46341,R58688,P33,3
46342,R58689,P34,5
46343,R58690,P35,1
46344,R58691,P36,5
46345,R58692,P37,5
46346,R58693,P38,4
46347,R58694,P39,4
46348,R58695,P40,3
46349,R58696,P41,4
46350,R58697,P32,3
46351,R58698,P33,1
46352,R58699,P34,5
46353,R58700,P35,1
46354,R58701,P36,1
46355,R58702,P37,5
46356,R58703,P38,1
46357,R58704,P39,4
46358,R58705,P40,1
46359,R58706,P41,1
46360,R58707,P32,4
46361,R58708,P33,1
46362,R58709,P34,3
46363,R58710,P35,3
46364,R58711,P36,3
46365,R58712,P37,4
46366,R58713,P38,3
46367,R58714,P39,4
46368,R58715,P40,3
46369,R58716,P41,3
46370,R58717,P32,1
46371,R58718,P33,1
46372,R58719,P34,3
46373,R58720,P35,1
46374,R58721,P36,3
46375,R58722,P37,5
46376,R58723,P38,3
46377,R58724,P39,1
46378,R58725,P40,4
46379,R58726,P41,5
46380,R58727,P32,3
46381,R58728,P33,1
46382,R58729,P34,3
46383,R58730,P35,5
46384,R58731,P36,1
46385,R58732,P37,3
46386,R58733,P38,4
46387,R58734,P39,1
46388,R58735,P40,1
46389,R58736,P41,1
46390,R58737,P32,3
46391,R58738,P33,3
46392,R58739,P34,4
46393,R58740,P35,1
46394,R58741,P36,1
46395,R58742,P37,1
46396,R58743,P38,3
46397,R58744,P39,3
46398,R58745,P40,4
46399,R58746,P41,4
46400,R58747,P32,5
46401,R58748,P33,4
46402,R58749,P34,3
46403,R58750,P35,1
46404,R58751,P36,5
46405,R58752,P37,3
46406,R58753,P38,1
46407,R58754,P39,5
46408,R58755,P40,1
46409,R58756,P41,1
46410,R58757,P32,1
46411,R58758,P33,1
46412,R58759,P34,1
46413,R58760,P35,4
46414,R58761,P36,5
46415,R58762,P37,1
46416,R58763,P38,1
46417,R58764,P39,1
46418,R58765,P40,1
46419,R58766,P41,5
46420,R58767,P32,4
46421,R58768,P33,1
46422,R58769,P34,1
46423,R58770,P35,1
46424,R58771,P36,1
46425,R58772,P37,1
46426,R58773,P38,1
46427,R58774,P39,1
46428,R58775,P40,1
46429,R58776,P41,1
46430,R58777,P32,1
46431,R58778,P33,1
46432,R58779,P34,4
46433,R58780,P35,5
46434,R58781,P36,1
46435,R58782,P37,4
46436,R58783,P38,3
46437,R58784,P39,5
46438,R58785,P40,1
46439,R58786,P41,1
46440,R58787,P32,5
46441,R58788,P33,4
46442,R58789,P34,4
46443,R58790,P35,1
46444,R58791,P36,4
46445,R58792,P37,5
46446,R58793,P38,3
46447,R58794,P39,4
46448,R58795,P40,3
46449,R58796,P41,3
46450,R58797,P32,5
46451,R58798,P33,4
46452,R58799,P34,4
46453,R58800,P35,5
46454,R58801,P36,5
46455,R58802,P37,1
46456,R58803,P38,3
46457,R58804,P39,5
46458,R58805,P40,1
46459,R58806,P41,4
46460,R58807,P32,5
46461,R58808,P33,1
46462,R58809,P34,1
46463,R58810,P35,5
46464,R58811,P36,5
46465,R58812,P37,3
46466,R58813,P38,3
46467,R58814,P39,4
46468,R58815,P40,5
46469,R58816,P41,4
46470,R58817,P32,1
46471,R58818,P33,4
46472,R58819,P34,4
46473,R58820,P35,3
46474,R58821,P36,5
46475,R58822,P37,3
46476,R58823,P38,1
46477,R58824,P39,3
46478,R58825,P40,5
46479,R58826,P41,3
46480,R58827,P32,3
46481,R58828,P33,5
46482,R58829,P34,3
46483,R58830,P35,1
46484,R58831,P36,1
46485,R58832,P37,1
46486,R58833,P38,1
46487,R58834,P39,3
